X,Y,esis_name,objectid,sch_code,sch_name,address,city,zip,phone,fax,principal,grade_from,grade_to,sch_type,website,complex,complex_area,district,island,charter
612814.7747,2361372.508,Salt Lake Elem School,219,239,Salt Lake Elementary,1131 Ala Lilikoi Street,Honolulu,96818,808.305.1600,808.831.7873,Duwayne Fujio Abe,K,6,Elementary,http://www.saltlake.k12.hi.us/,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0
610473.5427,2364705.1635,Scott Elem School,220,227,Scott Elementary,98-1230 Moanalua Road,Aiea,96701,808.483.7220,808.483.7223,Sandra J Watanabe,K,6,Elementary,http://www.alvahscott.org/,Aiea,Aiea Moanalua-Radford,Central,Oahu,0
615641.7083,2360393.839,Shafter Elem School,221,228,Shafter Elementary,2 Fort Shafter,Honolulu,96819,808.305.1500,808.832.3562,Alison A Higa,K,6,Elementary,https://www.shafterelementary.com,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0
596059.4413,2376696.1026,Solomon Elem School,222,226,Solomon Elementary,2875 Waianae Uka Avenue,Wahiawa,96786,808.305.1800,808.624.9505,Sarah A Omalza,K,5,Elementary,http://www.solomonelementary.org,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0
620191.514,2356884.7968,Stevenson Middle School,223,148,Stevenson Middle,1202 Prospect Street,Honolulu,96822,808.587.4520,808.587.4523,Linell K Dilwith,6,8,Middle,http://rlsms.k12.hi.us,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
598192.9719,2395953.3907,Sunset Beach Elem School,224,325,Sunset Beach Elementary,59-360 Kamehameha Highway,Haleiwa,96712,808.638.8777,808.638.8789,Angela Kapualilia Pia,K,6,Elementary,http://www.sunset.k12.hi.us/,Kahuku,Castle-Kahuku,Windward,Oahu,0
601661.1955,2378255.8456,Wahiawa Elem School,225,229,Wahiawa Elementary,1402 Glen Avenue,Wahiawa,96786,808.622.6393,808.622.6394,Jamie Y Oshiro,K,5,Elementary,http://wes.k12.hi.us/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0
601736.2834,2377253.04,Wahiawa Middle School,226,230,Wahiawa Middle,275 Rose Street,Wahiawa,96786,808.305.3300,808.622.6506,Ursula Ann Kawaguchi,6,8,Middle,http://wahiawamiddle.com,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0
618937.7306,2376004.0995,Waiahole Elem School,227,326,Waiahole Elementary,48-215 Waiahole Valley Road,Kaneohe,96744,808.239.3111,808.239.3113,Alexandra P Obra,K,6,Elementary,http://www.waiahole.org/,Castle,Castle-Kahuku,Windward,Oahu,0
911657.5273,2182424.5678,Waiakea Elem School,228,384,Waiakea Elementary,180 West Puainako Street,Hilo,96720,808.981.7215,808.981.7218,Ken K Watanabe,K,5,Elementary,http://www.waiakeaelementary.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0
911338.4573,2183122.2407,Waiakea High School,229,389,Waiakea High,155 W. Kawili Street,Hilo,96720,808.974.4888,808.974.4880,Kelcy K Koga,9,12,High,http://waiakeahigh.k12.hi.us/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0
911375.9638,2182395.9462,Waiakea Inter School,230,385,Waiakea Intermediate,200 West Puainako Street,Hilo,96720,808.981.7231,808.981.7237,Lisa N M Souza,6,8,Middle,http://www.waiakeatitans.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0
912436.1287,2181248.6195,Waiakeawaena Elem School,231,386,Waiakeawaena Elementary,2420 Kilauea Avenue,Hilo,96720,808.981.7200,808.981.7205,Kasie Puahala Torres Kaleohano,K,5,Elementary,http://www.waiakeawaena-elementary.com/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0
590953.5135,2386192.0663,Waialua Elem School,232,231,Waialua Elementary,67-020 Waialua Beach Road,Waialua,96791,808.637.8228,808.637.8225,Scott B Moore,K,6,Elementary,http://www.waialuae.k12.hi.us,Waialua,Leilehua-Mililani-Waialua,Central,Oahu,0
590549.2644,2385150.5334,Waialua High & Inter School,233,232,Waialua High and Intermediate,67-160 Farrington Highway,Waialua,96791,808.637.8200,808.637.8209,Christine A Alexander,7,12,Intermediate-High,http://www.whis.k12.hi.us/,Waialua,Leilehua-Mililani-Waialua,Central,Oahu,0
584499.9066,2371581.7328,Waianae Elem School,234,270,Waianae Elementary,85-220 McArthur Street,Waianae,96792,808.697.7083,808.697.7090,Ray Pikelny,K,6,Elementary,http://wes.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0
582946.1285,2372817.9168,Waianae High School,235,272,Waianae High,85-251 Farrington Highway,Waianae,96792,808.697.7017,808.697.7018,Disa Hauge,9,12,High,http://whs.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0
583584.1004,2372339.1988,Waianae Inter School,236,273,Waianae Intermediate,85-626 Farrington Highway,Waianae,96792,808.697.7121,808.697.7124,John Charles Wataoka,7,8,Middle,http://wis.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0
608421.538,2366573.7149,Waiau Elem School,237,288,Waiau Elementary,98-450 Hookanike Street,Pearl City,96782,808.453.6530,808.453.6541,Troy Masao Takazono,K,6,Elementary,http://www.waiauelementary.org,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0
758618.882,2316893.9546,Waihee Elem School,238,424,Waihee Elementary,2125 Kahekili Highway,Wailuku,96793,808.984.5644,808.984.5648,Paula Masako Inouye,K,5,Elementary,http://waihee.k12.hi.us,Baldwin,Baldwin-Kekaulike-Maui,Maui,Maui,0
602439.0854,2366964.981,Waikele Elem School,239,290,Waikele Elementary,94-1035 Kukula Street,Waipahu,96797,808.677.6100,808.677.6106,Sheldon S Oshio,K,6,Elementary,http://www.waikelees.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0
622920.9175,2352290.2706,Waikiki Elem School,240,150,Waikiki Elementary,3710 Leahi Avenue,Honolulu,96815,808.971.6900,808.971.6902,Bonnie L Tabor,K,5,Elementary,www.waikikischool.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,0
836105.8695,2208739.263,Waikoloa School,241,393,Waikoloa Elementary and Middle,68-1730 Hooko Street,Waikoloa,96738,808.883.6808,808.883.6811,Kristine Kosa-Correia,K,7,Elementary-Middle,http://www.waikoloaschool.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
759557.6387,2311190.9706,Wailuku Elem School,242,425,Wailuku Elementary,355 South High Street,Wailuku,96793,808.984.5622,808.984.5627,Beverly K Stanich,K,5,Elementary,http://wailuku.k12.hi.us,Baldwin,Baldwin-Kekaulike-Maui,Maui,Maui,0
608876.245,2365756.4372,Waimalu Elem School,243,233,Waimalu Elementary,98-825 Moanalua Road,Aiea,96701,808.307.4500,808.483.7213,Glen Keiji Iwamoto,K,6,Elementary,http://www.waimaluelementary.org,Aiea,Aiea Moanalua-Radford,Central,Oahu,0
633161.8899,2361098.9289,Waimanalo Elem & Inter School,244,327,Waimanalo Elementary and Intermediate,41-1330 Kalanianaole Highway,Waimanalo,96795,808.259.0460,808.259.0463,Noel R Richardson,K,8,Elementary-Middle,http://www.waimanaloschool.org/,Kailua,Kailua-Kalaheo,Windward,Oahu,0
430564.0205,2428566.2393,Waimea Canyon School,245,464,Waimea Canyon Middle,9555 Huakai Road,Waimea,96796,808.338.6830,808.338.6832,Melissa Ptacek Speetjens,6,8,Middle,http://www.waimeacanyonms.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,0
848435.8606,2217105.8572,Waimea Elem School,246,387,Waimea Elementary,67-1225 Mamalahoa Highway,Kamuela,96743,808.887.7636,808.887.7640,Scott S Tamura,K,5,Elementary,http://www.waimeaelementary.k12.hi.us,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
430954.6341,2428253.7292,Waimea High School,247,462,Waimea High,9707 Tsuchiya Road,Waimea,96796,808.338.6800,808.338.6807,Mahina Leigh Anguay,9,12,High,www.waimeahighschool.org,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,0
602010.8864,2365133.3324,Waipahu Elem School,248,274,Waipahu Elementary,94-465 Waipahu Street,Waipahu,96797,808.675.0150,808.675.0121,Keith Chung Hai Hui,K,6,Elementary,http://waipahuelementary.org/,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0
604334.7092,2365679.7397,Waipahu High School,249,277,Waipahu High,94-1211 Farrington Highway,Waipahu,96797,808.675.0222,808.675.0257,Meryl Chieko Matsumura,9,12,High,http://www.edline.net/pages/waipahu_high_school,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0
602163.3379,2364730.7592,Waipahu Inter School,250,278,Waipahu Intermediate,94-445 Farrington Highway,Waipahu,96797,808.675.0177,808.675.0181,Randell T Dunn,7,8,Middle,http://www.waipahuintermediate.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0
620835.1496,2355424.101,Washington Middle School,251,152,Washington Middle,1633 South King Street,Honolulu,96826,808.973.0177,808.973.0181,Michael K Harano,6,8,Middle,http://www.washington.k12.hi.us,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
612014.5581,2364671.915,Webling Elem School,252,235,Webling Elementary,99-370 Paihi Street,Aiea,96701,808.483.7240,808.483.7242,Chad M Matsuda,K,6,Elementary,http://weblingpueo.org,Aiea,Aiea Moanalua-Radford,Central,Oahu,0
599487.8034,2376437.7111,Wheeler Elem School,253,236,Wheeler Elementary,1 Wheeler Army Air Field,Wahiawa,967864198,808.305.9500,808.622.6403,Troy Tetsuo Tamura,K,5,Elementary,http://www.wheeler.k12.hi.us,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0
599712.3677,2376498.3909,Wheeler Middle School,254,237,Wheeler Middle,2 Wheeler Army Air Field,Wahiawa,967864199,808.305.9000,808.622.6529,Samuel E Bennett,6,8,Middle,http://www.wheelm.k12.hi.us/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0
462417.5581,2430247.4732,Wilcox Elem School,255,463,Wilcox Elementary,4319 Hardy Street,Lihue,96766,808.274.3150,808.274.3152,Corey Dean Nakamura,K,5,Elementary,http://www.wilcox.k12.hi.us/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0
626032.7455,2353824.7198,Wilson Elem School,256,153,Wilson Elementary,4945 Kilauea Avenue,Honolulu,96816,808.733.4740,808.733.4746,Ryan A Amine,K,5,Elementary,http://wilsonschoolhawaii.org,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,0
910352.241,2185835.7046,Connections-PCS,257,396,Connections PCS,174 Kamehameha Avenue,Hilo,96720,808.961.3664,808.961.2665,John L. Thatcher  II,K,12,Elementary-Middle-High,http://www.connectionscharterschool.org/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,1
623256.9987,2367852.0423,Hakipuu Learning Center - PCS,258,546,Hakipuu Learning Center PCS,45-720 Keaahala Road,Kaneohe,96744,808.235.9155,808.235.9160,Charlene Hoe,4,12,Elementary-Middle-High,https://sites.google.com/site/hlctechsite96744/,Castle,Castle-Kahuku,Windward,Oahu,1
621460.7235,2357259.0251,Halau Ku Mana - PCS,259,540,Halau Ku Mana PCS,2101 Makiki Heights Drive,Honolulu,96822,808.945.1600,808.945.1604,Grandon Keoni Bunag,6,12,Intermediate,http://www.halaukumana.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1
602935.1599,2365421.3106,Hawaii Technology Academy-PCS,260,551,Hawai'i Technology Academy PCS,94-450 Mokuola Street,Waipahu,96797,808.676.5444,808.676.5470,Leigh Fitzgerald,K,12,Elementary-Middle-High,https://hi.myhta.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,1
927188.4674,2162230.0754,HI Academy of Arts & Sci - PCS,261,561,Hawai`i Academy of Arts and Science PCS,15-1397 Homestead Road,Pahoa,96778,808.965.3730,808.965.3733,Steven Hirakami,K,12,Elementary-Middle-High,http://www.haaspcs.org/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,1
817120.175,2173549.7328,Innovations - PCS,262,548,Innovations PCS,75-5815 Queen Kaahumanu Highway,Kailua-Kona,96740,808.327.6205,808.327.6209,Jennifer Hiro,1,8,Elementary-Middle,http://www.ipcs.info/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1
914524.0335,2186248.0604,Ka Umeke Kaeo - PCS,263,562,Ka Umeke Kaeo PCS,222 Desha Avenue,Hilo,96720,808.933.3482,808.933.3488,Olani Lilly,PreK,8,Elementary-Middle,http://kaumeke.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,1
588675.8379,2364517.801,Ka Waihona O Ka Naauao - PCS,264,545,Ka Waihona O Ka Naauao PCS,89-195 Farrington Highway,Wai'anae,96792,808.620.9030,808.620.9036,Kalehua Krug,K,8,Elementary-Middle,http://www.kawaihonapcs.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,1
583457.8798,2372904.6565,Kamaile Academy - PCS,265,275,Kamaile Academy PCS,85-180 Ala Akau Street,Waianae,96792,808.697.7110,808.697.7115,Paul Kepka,K,12,Elementary-Middle-High,http://www.kamaile-academy.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,1
850401.9418,2216705.6966,Kanu O Ka Aina - PCS,266,397,Kanu O Ka Aina PCS,64-1043 Hi'iaka St.,Kamuela,96743,808.887.1117,808.887.0030,Allyson Tamura,K,12,Elementary-Middle-High,http://www.kalo.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1
468987.9427,2448275.1203,Kanuikapono - PCS,267,564,Kanuikapono PCS,4333 Kukuihale Road,Anahola,96703,808.823.9160,808.823.9140,Ku'uipo Torio-Kauhane,K,12,Elementary-Middle-High,http://kanuikapono.org/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,1
854393.187,2108643.5094,Kau Learning Academy,268,552,Kau Learning Academy,94-1581 Kaulua Circle,Naalehu,96772,808.498.0761,808.498.0763,Kathryn Tydlacka-McKown,3,7,Elementary,http://www.kaulearning.com,Kau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1
458932.2108,2429127.1824,Kawaikini NCPCS,269,565,Kawaikini NCPCS,3-1821 J Kaumualii Hwy,Lihue,96766,808.632.2032,808.246.4835,Kaleimakamae Ka'auwai,K,12,Elementary-Middle-High,http://www.kawaikini.com,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,1
915648.5774,2186776.648,Ke Ana Laahana-PCS,270,549,Ke Ana Laahana PCS,162 Baker Avenue,Hilo,96720,808.961.6228,808.961.6229,Kamaka Gunderson,7,12,Intermediate,http://www.kalpcs.com/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,1
916768.0938,2172599.0486,Ke Kula O Nawahiokalani Iki,271,563,Ke Kula 'o Nawahiokalani'opu'u Iki Laboratory PCS,16-120 Opukahaia Street  Suite 2,Keaau,96749,808.982.4260,808.966.7821,Kauanoe Kamana,PreK,8,Elementary-Middle,http://nawahi.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1
622513.3694,2368039.7965,Ke Kula 'o Samuel M. Kamakau,272,547,Ke Kula 'o Samuel M. Kamakau  LPCS,46-500 Kuneki Street,Kaneohe,96744,808.235.9175,808.235.9173,Meahilahila Kelling,K,12,Elementary-Middle-High,http://www.kamakau.com,Castle,Castle-Kahuku,Windward,Oahu,1
426113.8431,2429957.601,Ke Kula Niihau O Kekaha-LPCS,273,556,Ke Kula Niihau O Kekaha LPCS,8135 Kekaha Road,Kekaha,96752,808.337.0481,808.337.1289,Tia Koerte,K,12,Elementary-Middle-High,http://www.hawaiicharterschools.com/school/ke-kula-niihau-kekaha-pcs,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,1
765485.0812,2298999.9007,Kihei Charter School,274,554,Kihei Charter School,300 Ohukai Road  #209,Kihei,96753,808.875.0700,808.874.6745,John Colson,K,12,Elementary-Middle-High,http://www.kiheicharter.org/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,1
823224.5147,2160786.3088,Kona Pacific PCS,275,566,Kona Pacific PCS,79-7595 Mamamlahoa Highway,Kealakekua,96750,808.322.4900,808.322.4906,Shaheer Faltas,K,8,Elementary-Middle,http://www.kppcs.org,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1
937512.291,2158212.7366,Kua O Ka La - NCPCS,276,557,Kua O Ka La NCPCS,14-5322 Kaimu/Kapoho Road - Hwy. 137  Mile Marker 10,Pahoa,96778,808.965.5098,808.965.9618,Pilimai Traub,K,12,Elementary-Middle-High,http://kuaokala.org/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,1
703515.5638,2341026.408,Kualapuu Elem School - PCS,277,411,Kualapuu Elementary PCS,260 Farrington Avenue,Kualapuu,96757,808.567.6900,808.567.6906,Lydia Trinidad,K,6,Elementary,http://kualapuuschool.weebly.com,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,1
426575.4938,2429574.7187,Kula Aupuni Niihau - PCS,278,466,Kula Aupuni Niihau PCS,8315 Kekaha Road  Suite P,Kekaha,96752,808.337.2022,808.337.2033,Hedy Sullivan,K,12,Elementary-Middle-High,http://www.kanakapcs.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,1
632251.2165,2366202.2932,Lanikai Elem School-PCS,279,320,Kaohao Elementary PCS,140 Alala Road,Kailua,96734,808.266.7844,808.266.7848,Ed Noh,K,6,Elementary,http://lanikaischool.com/,Kalaheo,Kailua-Kalaheo,Windward,Oahu,1
895003.2973,2213760.2845,Laupahoehoe Community - PCS,280,377,Laupahoehoe Community PCS,35-2065 Old Mamalahoa Highway,Laupahoehoe,96764,808.962.2200,808.962.2202,Michael Okoye,PreK,12,Elementary-Middle-High,http://www.lcpcs.org/,Laupahoehoe,Hilo-Waiakea,Hawaii,Hawaii,1
634567.0821,2360260.1463,Malama Honua - PCS,281,550,Malama Honua PCS,41-054 Ehukai Street,Waimanalo,96795,808.259.5522,808.259.5525,Denise Espania,K,4,Elementary,http://www.malamahonuapcs.org/,Kailua,Kailua-Kalaheo,Windward,Oahu,1
618278.171,2356606.4923,Myron B. Thompson Academy,282,544,Myron B. Thompson Academy,1040 Richards St.  Ste. 220,Honolulu,96813,808.441.8001,808.683.7062,Diana Oshiro,K,12,Elementary-Middle-High,http://www.ethompson.org/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1
908443.887,2166242.3496,Na Wai Ola - PCS,283,398,Na Wai Ola PCS,18-1355 Volcano Highway  P.O. Box 711539,Mountain View,96771,808.968.2318,808.968.0778,Jason Wong,PreK,6,Elementary,http://nawaiolapcs.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1
625325.8422,2352700.7273,SEEQS - PCS,284,567,SEEQS PCS,845 22nd Ave.,Honolulu,96816,808.677.3377, ,Buffy Cushman-Patz,6,8,Middle,http://www.seeqs.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,1
620449.2535,2356441.9846,University Laboratory School,285,543,University Laboratory,1776 University Avenue  UHS Bldg 3  #121,Honolulu,96822,808.956.7833,808.956.7260,Keoni Jeremiah,K,12,Elementary-Middle-High,http://www.universitylaboratoryschool.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1
894862.6941,2152008.7839,Volcano School of Arts & Sci,286,560,Volcano School of Arts and Sciences,99-128 Old Volcano Road,Volcano,96785,808.985.9800,808.985.9898,Kalima Cayir,K,8,Elementary-Middle,http://volcanoschool.com/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1
622095.4864,2355340.5601,Voyager - PCS,287,541,Voyager PCS,2428 Wilder Avenue,Honolulu,96822,808.521.9770,808.521.9772,Jeffrey Vilardi,K,7,Elementary-Middle,http://voyagerschool.com,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1
625239.8818,2353219.1407,Waialae Elem School - PCS,288,149,Waialae Elementary PCS,1045 19th Avenue,Honolulu,96816,808.733.4880,808.733.4886,Kapono Ciotti,K,5,Elementary,http://www.waialae.edu/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,1
848424.5157,2217096.7432,Waimea Middle School - PCS,289,394,Waimea Middle PCS,67-1229 Mamalahoa Hwy.,Kamuela,96743,808.887.6090,808.887.6087,Amy Kendziorski,6,8,Middle,http://waimeamiddleschool.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1
815717.1634,2173817.4096,West Hawaii Explorations -PCS,290,399,West Hawai'i Explorations PCS,73-4460 Queen Kaahumanu Hwy.  PMB 503 Highway  Suite #105,Kailua-Kona,96740,808.327.4751,808.327.4750,Heather Nakakura,6,12,Intermediate,http://www.whea.net/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1
598753.9524,2360612.6267, ,291,0,Honouliuli Middle,"91-559 Maunakapu St.
",Ewa Beach,96706,808.829.7168, ,Todd Fujimori,6,8,Middle,https://www.honouliuli.k12.hi.us/, , ,Honolulu,Oahu,0
766200.4915,2297885.0916, ,292,0,Kulanihakoʻi High,"Kulanihakoi St &, Piilani Hwy",Kihei,96753, , ,Halle Maxwell, ,0,High,https://www.khsmaui.org/, , ,Maui,Maui,0
